fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,avergeRED,numberCrossOvers,boxNumber,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,foci_ABS_Position_1,foci_PER_Position_1,foci_intensity_1,foci_ABS_Position_2,foci_PER_Position_2,foci_intensity_2,foci_ABS_Position_3,foci_PER_Position_3,Obj.ID
25feb15_8oct14_PWD_f8_sp1_38_rev,111,5.8462,0.052649,0.33122,3,7,,,,,,,,,29,0.26092,0,39,0.35038,0,90,0.8132,25feb15_8oct14_PWD_f8_sp1_38_rev_7
25feb15_8oct14_PWD_f8_sp1_38_rev,103,3.5196,0.034252,0.30483,2,8,,,,,,,,,42,0.40688,3.3998,93,0.90238,4.1987,NA,NA,25feb15_8oct14_PWD_f8_sp1_38_rev_8
25feb15_8oct14_PWD_f8_sp1_38_rev,66,6.8187,0.10302,0.30525,1,9,,,,,,,,,35,0.52183,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_38_rev_9
25feb15_8oct14_PWD_f8_sp1_38_rev,115,4.6034,0.040123,0.35365,2,10,,,,,,,,,42,0.36663,5.7419,87,0.75564,3.7128,NA,NA,25feb15_8oct14_PWD_f8_sp1_38_rev_10
25feb15_8oct14_PWD_f8_sp1_38_rev,59,5.4061,0.091207,0.30314,8,12,,,,,,,,,5,0.08286,0.71078,13,0.21532,0.4126,25,0.4255,25feb15_8oct14_PWD_f8_sp1_38_rev_12
25feb15_8oct14_PWD_f8_sp1_38_rev,81,4.5122,0.055704,0.29921,1,14,,,,,,,,,57,0.7004,2.6245,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_38_rev_14
25feb15_8oct14_PWD_f8_sp1_38_rev,41,3.662,0.089102,0.23626,2,15,,,,,,,,,2,0.047978,3.2136,25,0.61872,0.54838,NA,NA,25feb15_8oct14_PWD_f8_sp1_38_rev_15
25feb15_8oct14_PWD_f8_sp1_38_rev,79,4.3963,0.055679,0.27515,2,17,,,,,,,,,9,0.11715,0,79,0.99638,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_38_rev_17
25feb15_8oct14_PWD_f8_sp1_39_rev,143,7.4511,0.052051,0.29004,1,2,,,,,,,,,134,0.93342,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_39_rev_2
25feb15_8oct14_PWD_f8_sp1_39_rev,146,1.4706,0.010089,0.28245,4,3,,,,,,,,,20,0.13735,2.715,28,0.1891,0,80,0.55119,25feb15_8oct14_PWD_f8_sp1_39_rev_3
25feb15_8oct14_PWD_f8_sp1_39_rev,102,9.0309,0.088407,0.29797,7,4,,,,,,,,,8,0.079104,1.5958,16,0.15213,0.36088,27,0.26886,25feb15_8oct14_PWD_f8_sp1_39_rev_4
25feb15_8oct14_PWD_f8_sp1_39_rev,177,5.5322,0.03125,0.29904,5,5,,,,,,,,,11,0.061294,1.5333,41,0.22948,0.9103,113,0.6379,25feb15_8oct14_PWD_f8_sp1_39_rev_5
25feb15_8oct14_PWD_f8_sp1_39_rev,119,7.3059,0.061527,0.26979,5,6,,,,,,,,,6,0.05349,0,12,0.10017,0,15,0.13039,25feb15_8oct14_PWD_f8_sp1_39_rev_6
25feb15_8oct14_PWD_f8_sp1_39_rev,114,6.6615,0.058681,0.23339,1,7,,,,,,,,,90,0.79363,1.8553,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_39_rev_7
25feb15_8oct14_PWD_f8_sp1_39_rev,43,3.1691,0.074371,0.27143,2,8,,,,,,,,,15,0.34535,1.5968,23,0.53514,1.2886,NA,NA,25feb15_8oct14_PWD_f8_sp1_39_rev_8
25feb15_8oct14_PWD_f8_sp1_39_rev,90,4.3196,0.048025,0.23394,1,9,,,,,,,,,31,0.34552,3.8284,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_39_rev_9
25feb15_8oct14_PWD_f8_sp1_39_rev,164,8.4318,0.051314,0.23655,8,10,,,,,,,,,5,0.033195,0,19,0.11395,0.12341,29,0.17422,25feb15_8oct14_PWD_f8_sp1_39_rev_10
25feb15_8oct14_PWD_f8_sp1_39_rev,119,8.6942,0.072916,0.25512,12,11,,,,,,,,,11,0.090062,0.99021,40,0.33846,0.13607,51,0.42535,25feb15_8oct14_PWD_f8_sp1_39_rev_11
25feb15_8oct14_PWD_f8_sp1_39_rev,136,4.458,0.032695,0.22971,3,12,,,,,,,,,12,0.089142,0.88168,40,0.29258,4.0616,113,0.82522,25feb15_8oct14_PWD_f8_sp1_39_rev_12
25feb15_8oct14_PWD_f8_sp1_39_rev,98,3.5976,0.036745,0.26876,4,13,,,,,,,,,17,0.16868,0.6414,58,0.58796,3.3824,88,0.89634,25feb15_8oct14_PWD_f8_sp1_39_rev_13
25feb15_8oct14_PWD_f8_sp1_39_rev,74,3.1884,0.043277,0.24614,3,14,,,,,,,,,14,0.18866,1.1289,42,0.57523,2.4257,72,0.97639,25feb15_8oct14_PWD_f8_sp1_39_rev_14
25feb15_8oct14_PWD_f8_sp1_39_rev,80,6.6667,0.083036,0.2123,3,17,,,,,,,,,5,0.064165,0,9,0.1182,0,41,0.51216,25feb15_8oct14_PWD_f8_sp1_39_rev_17
25feb15_8oct14_PWD_f8_sp1_39_rev,105,7.4836,0.071464,0.22894,1,18,,,,,,,,,63,0.60502,2.1166,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_39_rev_18
25feb15_8oct14_PWD_f8_sp1_39_rev,151,6.7676,0.044808,0.26033,2,20,,,,,,,,,75,0.49785,0,97,0.64371,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_39_rev_20
25feb15_8oct14_PWD_f8_sp1_39_rev,65,0.85714,0.013096,0.2231,1,21,,,,,,,,,54,0.82539,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_39_rev_21
25feb15_8oct14_PWD_f8_sp1_39_rev,67,9.7727,0.14612,0.38921,3,23,,,,,,,,,25,0.36715,1.6644,30,0.44829,0,41,0.61003,25feb15_8oct14_PWD_f8_sp1_39_rev_23
25feb15_8oct14_PWD_f8_sp1_4_rev,119,2.5585,0.021543,0.36032,3,2,,,,,,,,,19,0.16221,0,48,0.40657,0,92,0.77511,25feb15_8oct14_PWD_f8_sp1_4_rev_2
25feb15_8oct14_PWD_f8_sp1_4_rev,106,6.4265,0.06052,0.33394,1,3,,,,,,,,,73,0.69169,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_4_rev_3
25feb15_8oct14_PWD_f8_sp1_4_rev,84,2.6639,0.031684,0.33251,2,5,,,,,,,,,39,0.46488,0,74,0.88414,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_4_rev_5
25feb15_8oct14_PWD_f8_sp1_4_rev,104,4.4541,0.042774,0.29885,1,6,,,,,,,,,78,0.75028,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_4_rev_6
25feb15_8oct14_PWD_f8_sp1_4_rev,101,4.9433,0.048727,0.31387,4,7,,,,,,,,,49,0.47925,1.4202,66,0.64773,0.6954,84,0.83166,25feb15_8oct14_PWD_f8_sp1_4_rev_7
25feb15_8oct14_PWD_f8_sp1_4_rev,80,3.9067,0.049041,0.28689,1,8,,,,,,,,,39,0.48381,5.7488,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_4_rev_8
25feb15_8oct14_PWD_f8_sp1_4_rev,85,12.4805,0.14686,0.31163,1,15,,,,,,,,,79,0.92708,6.0909,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_4_rev_15
25feb15_8oct14_PWD_f8_sp1_4_rev,119,4.8522,0.040815,0.28971,4,19,,,,,,,,,17,0.13926,0.65748,36,0.30059,1.2656,79,0.6642,25feb15_8oct14_PWD_f8_sp1_4_rev_19
25feb15_8oct14_PWD_f8_sp1_4_rev,71,4.2857,0.060775,0.29986,4,20,,,,,,,,,6,0.089136,0,16,0.23094,0,23,0.32965,25feb15_8oct14_PWD_f8_sp1_4_rev_20
25feb15_8oct14_PWD_f8_sp1_40_rev,79,5.7692,0.073254,0.36091,3,1,,,,,,,,,26,0.33183,0,30,0.38538,0,39,0.49429,25feb15_8oct14_PWD_f8_sp1_40_rev_1
25feb15_8oct14_PWD_f8_sp1_40_rev,53,5.9128,0.11248,0.35879,5,2,,,,,,,,,1,0.028393,0.11076,5,0.099023,0.36153,34,0.63757,25feb15_8oct14_PWD_f8_sp1_40_rev_2
25feb15_8oct14_PWD_f8_sp1_40_rev,63,4.6362,0.073113,0.3026,4,3,,,,,,,,,3,0.048529,1.4022,8,0.12589,0.1505,36,0.5756,25feb15_8oct14_PWD_f8_sp1_40_rev_3
25feb15_8oct14_PWD_f8_sp1_40_rev,75,4.938,0.066282,0.31416,4,4,,,,,,,,,17,0.23427,0,21,0.28577,0,41,0.54668,25feb15_8oct14_PWD_f8_sp1_40_rev_4
25feb15_8oct14_PWD_f8_sp1_40_rev,82,3.0829,0.037716,0.34163,1,5,,,,,,,,,50,0.60937,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_40_rev_5
25feb15_8oct14_PWD_f8_sp1_40_rev,53,4.39,0.082838,0.43649,2,6,,,,,,,,,3,0.059026,0,7,0.13901,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_40_rev_6
25feb15_8oct14_PWD_f8_sp1_40_rev,73,3.907,0.053716,0.37522,3,7,,,,,,,,,1,0.0084606,0,11,0.14654,0,16,0.22384,25feb15_8oct14_PWD_f8_sp1_40_rev_7
25feb15_8oct14_PWD_f8_sp1_40_rev,70,4.6904,0.06658,0.32942,1,8,,,,,,,,,28,0.39827,7.7731,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_40_rev_8
25feb15_8oct14_PWD_f8_sp1_40_rev,190,5.1108,0.026902,0.32449,1,9,,,,,,,,,137,0.7195,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_40_rev_9
25feb15_8oct14_PWD_f8_sp1_40_rev,57,5.2293,0.092108,0.47636,1,10,,,,,,,,,8,0.14438,2.0898,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_40_rev_10
25feb15_8oct14_PWD_f8_sp1_40_rev,82,4.2992,0.052283,0.33711,3,11,,,,,,,,,51,0.626,0,56,0.68546,0,77,0.94055,25feb15_8oct14_PWD_f8_sp1_40_rev_11
25feb15_8oct14_PWD_f8_sp1_40_rev,63,4.1992,0.066257,0.3112,1,13,,,,,,,,,22,0.35054,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_40_rev_13
25feb15_8oct14_PWD_f8_sp1_40_rev,59,6.0789,0.10271,0.29747,6,17,,,,,,,,,5,0.081829,1.0492,21,0.35901,1.0368,30,0.50572,25feb15_8oct14_PWD_f8_sp1_40_rev_17
25feb15_8oct14_PWD_f8_sp1_5_rev,89,3.7456,0.042056,0.39431,2,1,,,,,,,,,3,0.039255,1.1609,37,0.41019,4.7272,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_1
25feb15_8oct14_PWD_f8_sp1_5_rev,86,6.1248,0.071531,0.36074,2,2,,,,,,,,,49,0.57256,0,70,0.81759,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_2
25feb15_8oct14_PWD_f8_sp1_5_rev,72,5.4915,0.076048,0.38205,2,4,,,,,,,,,42,0.58741,0.38589,48,0.66402,1.8832,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_4
25feb15_8oct14_PWD_f8_sp1_5_rev,87,5.5551,0.063961,0.3448,8,5,,,,,,,,,10,0.11765,0.55342,18,0.20382,1.3282,28,0.31667,25feb15_8oct14_PWD_f8_sp1_5_rev_5
25feb15_8oct14_PWD_f8_sp1_5_rev,73,3.9997,0.054654,0.36521,2,6,,,,,,,,,10,0.14313,0,58,0.79618,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_6
25feb15_8oct14_PWD_f8_sp1_5_rev,53,2.9694,0.055553,0.3332,1,7,,,,,,,,,28,0.52892,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_7
25feb15_8oct14_PWD_f8_sp1_5_rev,88,4.7052,0.053388,0.34964,1,8,,,,,,,,,51,0.57362,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_8
25feb15_8oct14_PWD_f8_sp1_5_rev,109,4.1822,0.038361,0.31445,1,9,,,,,,,,,83,0.76293,6.3661,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_9
25feb15_8oct14_PWD_f8_sp1_5_rev,87,4.6204,0.052988,0.33935,1,10,,,,,,,,,45,0.51866,6.1559,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_10
25feb15_8oct14_PWD_f8_sp1_5_rev,86,3.8379,0.044503,0.33765,2,11,,,,,,,,,25,0.29363,6.9914,71,0.82442,1.4125,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_11
25feb15_8oct14_PWD_f8_sp1_5_rev,98,3.2512,0.033296,0.33513,2,13,,,,,,,,,49,0.49749,0,79,0.81223,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_13
25feb15_8oct14_PWD_f8_sp1_5_rev,89,4.0872,0.046177,0.29084,1,14,,,,,,,,,61,0.69228,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_14
25feb15_8oct14_PWD_f8_sp1_5_rev,71,4.221,0.059435,0.31258,1,15,,,,,,,,,24,0.33608,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_15
25feb15_8oct14_PWD_f8_sp1_5_rev,85,4.7364,0.055709,0.32786,1,16,,,,,,,,,38,0.44193,4.9242,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_16
25feb15_8oct14_PWD_f8_sp1_5_rev,83,4.9287,0.059125,0.2909,1,19,,,,,,,,,34,0.41107,4.1885,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_19
25feb15_8oct14_PWD_f8_sp1_5_rev,53,4.6355,0.087953,0.35112,2,21,,,,,,,,,18,0.33623,2.2462,22,0.41565,1.5841,NA,NA,25feb15_8oct14_PWD_f8_sp1_5_rev_21
25feb15_8oct14_PWD_f8_sp1_6_rev,67,8.7088,0.13073,0.31937,3,2,,,,,,,,,11,0.16319,0.38778,32,0.48395,2.1096,65,0.9776,25feb15_8oct14_PWD_f8_sp1_6_rev_2
25feb15_8oct14_PWD_f8_sp1_6_rev,98,4.6353,0.047081,0.27962,10,4,,,,,,,,,7,0.075088,0,22,0.22346,0,32,0.32215,25feb15_8oct14_PWD_f8_sp1_6_rev_4
25feb15_8oct14_PWD_f8_sp1_6_rev,136,3.9998,0.029353,0.25491,1,5,,,,,,,,,67,0.49124,7.9602,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_6_rev_5
25feb15_8oct14_PWD_f8_sp1_6_rev,104,7.5883,0.073125,0.27494,2,6,,,,,,,,,36,0.35142,1.8943,43,0.41269,3.6105,NA,NA,25feb15_8oct14_PWD_f8_sp1_6_rev_6
25feb15_8oct14_PWD_f8_sp1_6_rev,97,9.091,0.093398,0.27517,3,11,,,,,,,,,36,0.37327,0,47,0.48052,0,94,0.96661,25feb15_8oct14_PWD_f8_sp1_6_rev_11
25feb15_8oct14_PWD_f8_sp1_6_rev,75,5.8751,0.078048,0.27183,4,12,,,,,,,,,1,0.012454,0,19,0.24711,0,54,0.71971,25feb15_8oct14_PWD_f8_sp1_6_rev_12
25feb15_8oct14_PWD_f8_sp1_6_rev,74,7.3586,0.098846,0.26519,3,15,,,,,,,,,27,0.36841,2.0462,58,0.77433,1.7273,73,0.98372,25feb15_8oct14_PWD_f8_sp1_6_rev_15
25feb15_8oct14_PWD_f8_sp1_6_rev,80,0.59701,0.007492,0.21548,1,17,,,,,,,,,6,0.076558,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_6_rev_17
25feb15_8oct14_PWD_f8_sp1_6_rev,99,6.0232,0.060699,0.27679,5,19,,,,,,,,,2,0.021058,0,8,0.076353,0,21,0.20834,25feb15_8oct14_PWD_f8_sp1_6_rev_19
25feb15_8oct14_PWD_f8_sp1_6_rev,88,6.6952,0.076439,0.31458,2,20,,,,,,,,,38,0.43233,2.1261,49,0.56207,0.35515,NA,NA,25feb15_8oct14_PWD_f8_sp1_6_rev_20
25feb15_8oct14_PWD_f8_sp1_6_rev,95,7.6926,0.08091,0.31108,1,23,,,,,,,,,19,0.20329,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_6_rev_23
25feb15_8oct14_PWD_f8_sp1_7_rev,69,6.6331,0.096792,0.49357,1,1,,,,,,,,,62,0.90281,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_7_rev_1
25feb15_8oct14_PWD_f8_sp1_7_rev,78,7.2525,0.09278,0.47223,1,2,,,,,,,,,32,0.40587,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_7_rev_2
25feb15_8oct14_PWD_f8_sp1_7_rev,105,5.2553,0.050046,0.27727,3,3,,,,,,,,,2,0.018432,0.20706,39,0.37583,3.0909,60,0.56977,25feb15_8oct14_PWD_f8_sp1_7_rev_3
25feb15_8oct14_PWD_f8_sp1_7_rev,138,4.9498,0.035944,0.44804,3,4,,,,,,,,,13,0.095701,6.5988,42,0.30217,8.0828,111,0.80831,25feb15_8oct14_PWD_f8_sp1_7_rev_4
25feb15_8oct14_PWD_f8_sp1_7_rev,61,7.9997,0.13066,0.28448,2,5,,,,,,,,,14,0.22954,0,35,0.57903,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_7_rev_5
25feb15_8oct14_PWD_f8_sp1_7_rev,120,4.6117,0.0384,0.26192,5,6,,,,,,,,,15,0.126,0.8472,23,0.18895,1.2502,43,0.36065,25feb15_8oct14_PWD_f8_sp1_7_rev_6
25feb15_8oct14_PWD_f8_sp1_7_rev,137,7.2711,0.053127,0.24175,7,7,,,,,,,,,4,0.031495,0.30118,11,0.077351,0.36612,30,0.21679,25feb15_8oct14_PWD_f8_sp1_7_rev_7
25feb15_8oct14_PWD_f8_sp1_7_rev,134,5.1435,0.038507,0.24929,6,8,,,,,,,,,7,0.050494,0,17,0.12545,0,43,0.32304,25feb15_8oct14_PWD_f8_sp1_7_rev_8
25feb15_8oct14_PWD_f8_sp1_7_rev,69,8.9826,0.13107,0.40154,2,9,,,,,,,,,14,0.21073,1.3741,27,0.39077,1.9795,NA,NA,25feb15_8oct14_PWD_f8_sp1_7_rev_9
25feb15_8oct14_PWD_f8_sp1_7_rev,166,10.3109,0.062261,0.22346,4,10,,,,,,,,,3,0.01975,0.65394,52,0.31608,3.3739,59,0.3575,25feb15_8oct14_PWD_f8_sp1_7_rev_10
25feb15_8oct14_PWD_f8_sp1_7_rev,89,1.8182,0.020405,0.26614,13,11,,,,,,,,,1,0.010202,1.5276,8,0.085997,0.83044,14,0.16198,25feb15_8oct14_PWD_f8_sp1_7_rev_11
25feb15_8oct14_PWD_f8_sp1_7_rev,133,3.5803,0.026979,0.22635,3,12,,,,,,,,,53,0.39752,0.94592,74,0.56096,1.2344,112,0.84444,25feb15_8oct14_PWD_f8_sp1_7_rev_12
25feb15_8oct14_PWD_f8_sp1_7_rev,89,9.0411,0.10131,0.38807,1,13,,,,,,,,,47,0.52961,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_7_rev_13
25feb15_8oct14_PWD_f8_sp1_7_rev,129,3.3525,0.025977,0.21199,5,14,,,,,,,,,25,0.19427,0,45,0.35038,0,100,0.77279,25feb15_8oct14_PWD_f8_sp1_7_rev_14
25feb15_8oct14_PWD_f8_sp1_7_rev,131,3.7778,0.028946,0.37821,1,16,,,,,,,,,71,0.54146,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_7_rev_16
25feb15_8oct14_PWD_f8_sp1_7_rev,91,3.4766,0.038016,0.21576,4,17,,,,,,,,,5,0.049589,3.1369,47,0.51279,0.22109,78,0.84801,25feb15_8oct14_PWD_f8_sp1_7_rev_17
25feb15_8oct14_PWD_f8_sp1_7_rev,109,4.3777,0.040097,0.23765,1,18,,,,,,,,,19,0.16995,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_7_rev_18
25feb15_8oct14_PWD_f8_sp1_7_rev,100,3.6844,0.036915,0.39762,3,20,,,,,,,,,45,0.45254,0.58998,54,0.5392,0.21268,58,0.57941,25feb15_8oct14_PWD_f8_sp1_7_rev_20
25feb15_8oct14_PWD_f8_sp1_7_rev,97,6.1468,0.063084,0.22021,2,21,,,,,,,,,36,0.37328,0,44,0.4529,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_7_rev_21
25feb15_8oct14_PWD_f8_sp1_7_rev,67,8.1262,0.12053,0.30934,1,23,,,,,,,,,21,0.31088,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_7_rev_23
25feb15_8oct14_PWD_f8_sp1_8_rev,106,10.0985,0.095416,0.38994,3,1,,,,,,,,,16,0.15059,0.18811,26,0.24903,1.9646,81,0.76364,25feb15_8oct14_PWD_f8_sp1_8_rev_1
25feb15_8oct14_PWD_f8_sp1_8_rev,100,3.8901,0.039095,0.36532,3,3,,,,,,,,,19,0.18755,0,74,0.74588,0,88,0.88702,25feb15_8oct14_PWD_f8_sp1_8_rev_3
25feb15_8oct14_PWD_f8_sp1_8_rev,110,7.9573,0.072454,0.33311,4,4,,,,,,,,,25,0.231,0,42,0.38017,0,50,0.45476,25feb15_8oct14_PWD_f8_sp1_8_rev_4
25feb15_8oct14_PWD_f8_sp1_8_rev,55,3.1909,0.057536,0.37296,1,5,,,,,,,,,30,0.53348,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_8_rev_5
25feb15_8oct14_PWD_f8_sp1_8_rev,120,6.2483,0.052106,0.30365,3,8,,,,,,,,,27,0.22299,4.6622,78,0.65099,1.7461,90,0.74751,25feb15_8oct14_PWD_f8_sp1_8_rev_8
25feb15_8oct14_PWD_f8_sp1_8_rev,97,4.2863,0.044369,0.30875,2,9,,,,,,,,,27,0.27736,4.9627,63,0.65639,5.6658,NA,NA,25feb15_8oct14_PWD_f8_sp1_8_rev_9
25feb15_8oct14_PWD_f8_sp1_8_rev,91,3.5901,0.039635,0.34015,2,11,,,,,,,,,23,0.25392,2.2713,81,0.89486,5.7513,NA,NA,25feb15_8oct14_PWD_f8_sp1_8_rev_11
25feb15_8oct14_PWD_f8_sp1_8_rev,77,5.6011,0.07296,0.29637,2,12,,,,,,,,,34,0.43676,0,67,0.86824,0,NA,NA,25feb15_8oct14_PWD_f8_sp1_8_rev_12
25feb15_8oct14_PWD_f8_sp1_8_rev,121,5.0253,0.04153,0.31464,4,14,,,,,,,,,6,0.048583,0,15,0.12289,0,71,0.58804,25feb15_8oct14_PWD_f8_sp1_8_rev_14
25feb15_8oct14_PWD_f8_sp1_8_rev,109,8.7514,0.080034,0.29263,2,16,,,,,,,,,33,0.30601,0.57834,79,0.72104,3.8032,NA,NA,25feb15_8oct14_PWD_f8_sp1_8_rev_16
25feb15_8oct14_PWD_f8_sp1_9_rev,115,6.5899,0.057071,0.4435,9,2,,,,,,,,,8,0.072999,0.70251,22,0.18769,2.5186,35,0.30126,25feb15_8oct14_PWD_f8_sp1_9_rev_2
25feb15_8oct14_PWD_f8_sp1_9_rev,38,3.1884,0.083187,0.40631,5,4,,,,,,,,,3,0.075624,1.0881,9,0.24731,1.6053,15,0.39298,25feb15_8oct14_PWD_f8_sp1_9_rev_4
25feb15_8oct14_PWD_f8_sp1_9_rev,109,4.0952,0.037517,0.44099,5,5,,,,,,,,,36,0.32814,0,42,0.3868,0,49,0.44833,25feb15_8oct14_PWD_f8_sp1_9_rev_5
25feb15_8oct14_PWD_f8_sp1_9_rev,106,6.5624,0.062088,0.39436,4,7,,,,,,,,,22,0.20865,0,69,0.65561,0,94,0.89159,25feb15_8oct14_PWD_f8_sp1_9_rev_7
25feb15_8oct14_PWD_f8_sp1_9_rev,83,9.9903,0.12099,0.41228,1,8,,,,,,,,,48,0.57848,0,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_9_rev_8
25feb15_8oct14_PWD_f8_sp1_9_rev,133,7.5404,0.056534,0.41018,2,9,,,,,,,,,12,0.090221,1.7796,94,0.70322,4.2761,NA,NA,25feb15_8oct14_PWD_f8_sp1_9_rev_9
25feb15_8oct14_PWD_f8_sp1_9_rev,122,5.0298,0.041325,0.36843,1,10,,,,,,,,,42,0.34449,9.5809,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_9_rev_10
25feb15_8oct14_PWD_f8_sp1_9_rev,130,5.5028,0.042176,0.35615,7,11,,,,,,,,,6,0.04948,0.82846,23,0.17718,1.9877,52,0.39944,25feb15_8oct14_PWD_f8_sp1_9_rev_11
25feb15_8oct14_PWD_f8_sp1_9_rev,135,12.3552,0.091524,0.34174,3,13,,,,,,,,,39,0.29105,1.5264,91,0.67388,2.0381,96,0.71428,25feb15_8oct14_PWD_f8_sp1_9_rev_13
25feb15_8oct14_PWD_f8_sp1_9_rev,165,6.3974,0.038695,0.34866,1,14,,,,,,,,,131,0.79061,7.7587,NA,NA,NA,NA,NA,25feb15_8oct14_PWD_f8_sp1_9_rev_14
25feb15_8oct14_PWD_f8_sp1_9_rev,110,4.1807,0.038123,0.3403,5,16,,,,,,,,,13,0.11538,0,59,0.53459,0,68,0.61603,25feb15_8oct14_PWD_f8_sp1_9_rev_16
25feb15_8oct14_PWD_f8_sp1_9_rev,105,5.6572,0.053673,0.39037,10,19,,,,,,,,,3,0.031121,0.78249,10,0.093822,0.78539,21,0.19497,25feb15_8oct14_PWD_f8_sp1_9_rev_19
25feb15_8oct14_PWD_f8_sp1_9_rev,82,4.783,0.058063,0.37504,8,22,,,,,,,,,2,0.021112,0.37627,8,0.098343,0,27,0.32665,25feb15_8oct14_PWD_f8_sp1_9_rev_22
29jun15_1apr15_PWD_f1_sp1_1_rev,86,8.9559,0.10464,0.86801,2,1,,,,,,,,,30,0.35315,5.9805,45,0.5212,3.5037,NA,NA,29jun15_1apr15_PWD_f1_sp1_1_rev_1
29jun15_1apr15_PWD_f1_sp1_1_rev,121,6.5936,0.05465,0.82809,2,4,,,,,,,,,32,0.26277,9.5272,111,0.9212,7.3976,NA,NA,29jun15_1apr15_PWD_f1_sp1_1_rev_4
29jun15_1apr15_PWD_f1_sp1_1_rev,103,8.2489,0.079886,0.84243,2,5,,,,,,,,,30,0.29379,4.399,100,0.97121,8.095,NA,NA,29jun15_1apr15_PWD_f1_sp1_1_rev_5
29jun15_1apr15_PWD_f1_sp1_1_rev,129,3.8195,0.029604,0.819,2,6,,,,,,,,,2,0.012501,0,58,0.44878,0,NA,NA,29jun15_1apr15_PWD_f1_sp1_1_rev_6
29jun15_1apr15_PWD_f1_sp1_1_rev,70,5.4933,0.07817,0.79082,1,7,,,,,,,,,54,0.77147,4.0133,NA,NA,NA,NA,NA,29jun15_1apr15_PWD_f1_sp1_1_rev_7
29jun15_1apr15_PWD_f1_sp1_1_rev,39,3.1895,0.080896,0.82636,1,8,,,,,,,,,9,0.22568,0,NA,NA,NA,NA,NA,29jun15_1apr15_PWD_f1_sp1_1_rev_8
29jun15_1apr15_PWD_f1_sp1_1_rev,84,1.7647,0.020949,0.75162,1,9,,,,,,,,,65,0.77737,11.1155,NA,NA,NA,NA,NA,29jun15_1apr15_PWD_f1_sp1_1_rev_9
