return5,fileName,boxNumber,centromere,SC length,rank,chrm.class,hand.foci.count,F1,F2,F3,notes,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_7,,108.467,,autosome,2,11.18,75.049,,,,
"3,5,6,7,8,16",29nov16_13nov16_MSM_m2_sp1_13,blob_8,,89.84,,autosome,2,11.123,62.499,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob11,,97.611,,autosome,2,11.075,89.445,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob13,,83.084,,autosome,2,10.875,72.725,,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob11,,93.595,,autosome,2,10.557,93.595,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob2,,86.392,,autosome,2,10.227,78.933,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob11,,99.848,,autosome,2,9.899,88.858,,,,
,2aug15_8jun15_G_f4_sp1_7_rev,blob12,,156.266,,autosome,2,9.083,132.427,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob7,,90.661,,autosome,2,8.595,66.345,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob18,,86.495,,autosome,2,8.485,55.41,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob18,,78.658,,autosome,2,8.123,74.44,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob7,,92.445,,autosome,2,8.067,62.206,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob4,,74.185,,autosome,2,8.067,69.644,,,,
"3,5,6,7,8,14",29nov16_13nov16_MSM_m2_sp1_13,blob_6,,73.722,,autosome,2,7.848,68.77,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob6,,59.942,,autosome,2,7.211,52.213,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob17,,91.902,,autosome,2,7.071,80.81,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob8,,106.103,,autosome,2,6.359,72.136,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_19,,61.691,,autosome,2,6,43.761,,,,
,2aug15_8jun15_G_f4_sp1_7_rev,blob17,,107.61,,autosome,2,5.886,101.467,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob5,,63.825,,autosome,2,4.472,49.967,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob11,,137.554,,autosome,3,51.812,68.829,126.587,,,
"3,5,6,7,8,25",29nov16_13nov16_MSM_m2_sp1_13,blob_17,,108.925,,autosome,3,33.864,88.091,108.201,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_1 ,,94.746,,autosome,3,28.692,36.807,72.236,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_3,,109.034,,autosome,3,23.892,62.607,70.676,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob6,,85.091,,autosome,3,22.077,28.133,73.239,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_15,,111.061,,autosome,3,21.291,57.584,89.493,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob2,,86.747,,autosome,3,19.963,64.892,80.143,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob15,,103.146,,autosome,3,19.426,41.369,94.27,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob20,,101.495,,autosome,3,19.174,63.923,81.524,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob7,,108.871,,autosome,3,18.595,40.296,100.756,,,
,2aug15_8jun15_G_f4_sp1_7_rev,blob19,,137.405,,autosome,3,17.889,81.21,120.097,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob8,,91.697,,autosome,3,15.261,36.702,74.953,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob9,,80.085,,autosome,3,14.154,33.376,69.914,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob18,,91.158,,autosome,3,14.142,46.879,82.41,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_12,,128.832,,autosome,3,12.042,29.783,118.403,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_20,,154.866,,XY,,,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob16,,131.889,,XY,,,,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob6,,197.226,,XY,,,,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_20,,147.261,,XY,,,,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob18,,170.213,,XY,,,,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob19,,181.711,,XY,,,,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob20,,143.109,,XY,,,,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_20,,110.632,,XY,,,,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob20,,109.185,,XY,,,,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_11,,146.713,,XY,,,,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob19,,153.532,,XY,,,,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_6,,195.389,,XY,,,,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_5,,177.094,,XY,,,,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob16,,139.948,,XY,,,,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob20,,167.12,,XY,,,,,unpaired,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob6,,129.965,,XY,,,,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob20,,144.428,,XY,,,,,,,
"3,5,6,7,8,28",29nov16_13nov16_MSM_m2_sp1_13,blob_20,,177.877,,XY,,,,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob17,,175.783,,XY,,,,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob9,,147.185,,XY,,,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob14,,140.006,,XY,,,,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob19,,156.676,,XY,,,,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob6,,214.833,,XY,,,,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob12,,146.066,,XY,,,,,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob17,,170.209,,XY,,,,,,,
check!,5aug17_14jul17_LEW_f1_sp1_11_rev,blob19,,,,,,,,,,,
check!,5aug17_14jul17_LEW_f1_sp1_11_rev,blob20,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
