fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,avergeRED,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,foci_ABS_Position_1,mouse,strain,sex,category,Obj.ID
26jan18_11jan18_KAZ_m3_sp1_8_rev,65,4.0465,0.06208,0.43766,4,13,26jan18_11jan18_KAZ_m3_sp1_8_rev_13,1,0,0,,1,45,,,6,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_13
26jan18_11jan18_KAZ_m3_sp1_8_rev,84,2.6471,0.031342,0.42934,3,17,26jan18_11jan18_KAZ_m3_sp1_8_rev_17,1,,,,,,,,63,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_17
26jan18_11jan18_KAZ_m3_sp1_8_rev,75,3.0018,0.039941,0.39983,2,18,26jan18_11jan18_KAZ_m3_sp1_8_rev_18,1,0,0,,1,49,,,41,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_18
26jan18_11jan18_KAZ_m3_sp1_8_rev,91,3.9154,0.043147,0.38594,3,19,26jan18_11jan18_KAZ_m3_sp1_8_rev_19,1,0,0,,2,37,48,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_19
26jan18_11jan18_KAZ_m3_sp1_8_rev,85,5.4575,0.06423,0.45168,1,2,26jan18_11jan18_KAZ_m3_sp1_8_rev_2,1,0,0,,1,77,,,77,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_2
26jan18_11jan18_KAZ_m3_sp1_8_rev,65,3.3898,0.052221,0.3764,4,20,26jan18_11jan18_KAZ_m3_sp1_8_rev_20,1,0,0,,1,12,,,12,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_20
26jan18_11jan18_KAZ_m3_sp1_8_rev,65,4.9366,0.075611,0.46009,1,3,26jan18_11jan18_KAZ_m3_sp1_8_rev_3,1,1,1,,1,23,,,23,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_3
26jan18_11jan18_KAZ_m3_sp1_8_rev,88,2.8125,0.031918,0.45042,4,4,26jan18_11jan18_KAZ_m3_sp1_8_rev_4,1,0,0,,2,29,68,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_4
26jan18_11jan18_KAZ_m3_sp1_8_rev,78,2.566,0.032733,0.45299,3,5,26jan18_11jan18_KAZ_m3_sp1_8_rev_5,1,0,0,,1,71,,,50,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_5
26jan18_11jan18_KAZ_m3_sp1_8_rev,49,2.9851,0.060347,0.46668,1,6,26jan18_11jan18_KAZ_m3_sp1_8_rev_6,1,1,1,,1,44,,,44,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_6
26jan18_11jan18_KAZ_m3_sp1_8_rev,72,2.4615,0.034001,0.44569,2,7,26jan18_11jan18_KAZ_m3_sp1_8_rev_7,1,0,0,,1,52,,,12,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_7
26jan18_11jan18_KAZ_m3_sp1_8_rev,77,4.7447,0.06134,0.45771,1,8,26jan18_11jan18_KAZ_m3_sp1_8_rev_8,1,0,0,,1,64,,,64,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_8
26jan18_11jan18_KAZ_m3_sp1_8_rev,102,4.3533,0.042792,0.45134,2,9,26jan18_11jan18_KAZ_m3_sp1_8_rev_9,1,0,0,,2,23,87,,23,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_9
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,60,4.1498,0.068795,0.77557,2,1,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_1,1,0,0,,1,11,,,11,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_1
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,56,3.5826,0.063831,0.69583,4,10,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_10,1,,,,0,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_10
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,135,3.4921,0.025773,0.7392,2,11,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_11,0,,,,,,,,42,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_11
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,68,4.0423,0.059387,0.69579,3,12,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_12,1,0,0,,1,65,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_12
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,86,4.9291,0.057277,0.66882,4,13,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_13,1,0,0,,1,34,,,14,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_13
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,67,3.4509,0.051479,0.6955,5,14,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_14,1,0,0,,1,39,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_14
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,90,2.9412,0.032833,0.62673,1,15,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_15,1,1,1,,1,68,,,68,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_15
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,71,5.219,0.073545,0.68016,8,16,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_16,1,0,0,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_16
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,75,4.4339,0.059379,0.79658,2,2,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_2,1,0,0,,1,18,,,6,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_2
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,44,4.4161,0.10143,0.79772,1,3,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_3,1,1,1,,1,20,,,20,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_3
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,85,5.2918,0.062,0.77107,5,4,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_4,1,0,0,,1,49,,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_4
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,101,5.1275,0.050609,0.76542,3,6,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_6,1,0,0,,1,54,,,54,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_6
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,99,2.5806,0.026067,0.75551,10,7,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_7,1,0,0,,,,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_7
26jan18_11jan18_KAZ_m3_sp1_9.1_rev,76,3.5294,0.046555,0.74306,1,8,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_8,1,1,1,,1,32,,,32,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.1_rev_8
26jan18_11jan18_KAZ_m3_sp1_9.2_rev,126,4.3796,0.034715,0.52335,4,12,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_12,0,,,,,,,,18,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_12
26jan18_11jan18_KAZ_m3_sp1_9.2_rev,79,4.2118,0.053547,0.49556,1,13,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_13,1,1,1,,1,65,,,65,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_13
26jan18_11jan18_KAZ_m3_sp1_9.2_rev,73,4.4391,0.060869,0.59844,6,5,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_5,0,,,,,,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_5
26jan18_11jan18_KAZ_m3_sp1_9.2_rev,63,5.4842,0.087442,0.57656,1,6,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_6,1,1,1,,1,56,,,56,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_6
26jan18_11jan18_KAZ_m3_sp1_9.2_rev,87,8.1556,0.093474,0.54423,8,7,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_7,1,0,0,,0,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_9.2_rev_7
