fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,obj_ID,SC.pass,foci.pass,curated.1pass.0fail,curation.notes,hand.foci.count,Foci1,Foci2,Foci3,notes
2may16_20feb16_G_f1_sp1_20_rev,122,2.5,0.020453,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_20_rev,97,10.5673,0.10948,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_20_rev,97,4.2923,0.044448,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_20_rev,149,4.8946,0.032768,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_20_rev,124,4.201,0.033888,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_20_rev,88,7.7749,0.088621,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_20_rev,71,6.1077,0.086485,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_20_rev,119,4.4488,0.037479,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_20_rev,81,5.0844,0.063035,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_21_rev,108,5.3893,0.049854,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_21_rev,131,6.0254,0.046097,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_21_rev,134,2.041,0.015283,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_21_rev,47,5.9984,0.12888,21,,,,,,,,,,
2may16_20feb16_G_f1_sp1_21_rev,175,2.4242,0.013891,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_21_rev,93,4.5834,0.049046,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_21_rev,166,6.6349,0.039935,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,126,6.04,0.047755,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,151,5.6975,0.037835,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,77,10.8283,0.14105,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,87,5.0523,0.057761,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,123,6.6117,0.053739,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,93,4.9265,0.052973,21,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,121,0.85714,0.007094,23,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,150,12.8899,0.085667,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,142,8.6131,0.060526,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,55,5.6467,0.10213,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,73,4.4526,0.061273,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_22_rev,204,6.3458,0.031107,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,96,17.9638,0.18803,1,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,112,2.9641,0.026424,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,123,4.9555,0.040435,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,103,1.7143,0.016594,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,153,2.9482,0.019307,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,114,5.4365,0.04786,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,170,2.6471,0.015582,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,98,2.9611,0.030274,19,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,182,1.7391,0.0095722,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,74,5.9761,0.08065,21,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,123,4.9228,0.039988,22,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,86,4.8151,0.056308,23,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,130,4.7297,0.03627,24,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,121,2.029,0.016783,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,149,2.2581,0.015119,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,97,4.1288,0.042365,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,115,2.8738,0.025022,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,94,5.8231,0.061939,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_23_rev,156,5.6146,0.036065,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,180,5.6122,0.031233,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,107,0.28571,0.0026712,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,92,5.8857,0.063701,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,106,1.791,0.016892,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,128,4.4963,0.035264,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,71,6.2333,0.087682,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,103,5.2018,0.050666,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,103,8.2931,0.080219,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,89,7.2495,0.081223,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,101,7.2688,0.071958,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,120,5.2572,0.04397,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,124,6.6148,0.053132,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,126,4.539,0.036103,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,125,4.0127,0.032195,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_24_rev,126,8.3612,0.066106,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,98,5.1211,0.052047,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,108,4.6867,0.043428,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,127,3.0472,0.023908,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,91,3.9624,0.043313,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,127,3.3453,0.026377,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,98,9.4286,0.096622,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,120,4.0113,0.033564,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,101,2.0588,0.020314,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,85,3.6369,0.042836,19,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,123,2.5286,0.020502,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,73,4.8172,0.065858,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,101,1.2121,0.011986,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,123,3.6204,0.029474,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,106,4.8101,0.045363,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,150,3.8498,0.025728,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,113,5.8075,0.051308,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,64,4.6259,0.072828,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_25_rev,82,3.9628,0.048277,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,130,7.8757,0.060371,1,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,82,7.8765,0.095995,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,103,4.9393,0.048113,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,114,5.4494,0.047922,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,93,5.8522,0.062633,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,120,6.7502,0.05609,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,97,4.079,0.042037,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,131,3.5142,0.02678,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,96,4.2495,0.044037,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,47,2.6866,0.057503,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,93,2.5714,0.027507,19,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,93,7.9288,0.084805,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,74,4.2559,0.05716,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,71,12.8065,0.18158,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,107,9.5959,0.08984,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,101,4.5843,0.045251,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,100,4.5633,0.0456,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,101,5.7758,0.057168,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,76,3.6941,0.048531,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_26_rev,82,5.5676,0.067948,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,90,3.7277,0.041499,1,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,120,5.2557,0.043894,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,79,3.3122,0.041933,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,109,2.3188,0.021263,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,79,2.5091,0.031584,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,113,5.868,0.051859,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,89,3.0973,0.034785,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,60,7.3174,0.12178,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,143,2.7273,0.019093,21,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,104,11.1957,0.10723,22,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,119,2.5806,0.021723,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,112,2.2951,0.020404,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,109,5.5837,0.051449,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,72,2.1212,0.029593,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,93,4.4019,0.047287,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_27_rev,141,3.5305,0.025004,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,134,4.0807,0.030459,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,102,5.2818,0.051984,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,109,1.6129,0.01484,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,109,6.5545,0.060246,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,175,17.385,0.09957,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,117,2.6739,0.022891,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,85,6.0642,0.071217,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,97,0.28571,0.0029425,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,80,6.4591,0.080662,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,61,7.6432,0.12621,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,122,5.3596,0.043865,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,130,6.6224,0.050952,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,154,4.4895,0.029246,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,115,1.7391,0.015098,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,179,3.3124,0.018538,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,126,5.1992,0.04114,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_3_rev,96,8.5879,0.089777,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,109,0.60606,0.0055523,1,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,125,4.1927,0.033548,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,115,3.77,0.032818,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,131,4.0521,0.03098,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,113,3.4575,0.030489,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,82,5.8369,0.070867,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,47,5.1003,0.10824,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,65,5.0657,0.078179,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,100,6.7789,0.067842,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,82,4.159,0.05056,19,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,153,6.756,0.044033,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,80,4.426,0.055353,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,122,8.0648,0.066125,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,148,3.2965,0.022241,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,92,4.5233,0.048928,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,101,2.9905,0.029708,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,108,5.8583,0.054293,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,107,5.7601,0.054035,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_4_rev,85,5.393,0.063272,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,77,4.6259,0.059903,1,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,141,6.2396,0.044329,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,92,2.7778,0.030067,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,107,4.8329,0.045145,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,84,4.6452,0.055525,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,62,6.9445,0.1128,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,99,2.7561,0.027787,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,119,4.0401,0.033816,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,45,2.5714,0.057207,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,114,4.3011,0.037864,19,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,73,4.2683,0.058288,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,98,5.5362,0.05649,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,93,1.875,0.020242,21,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,94,6.5857,0.069817,22,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,149,5.2778,0.035423,24,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,103,5.0267,0.049018,25,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,122,4.6247,0.037824,26,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,162,3.6249,0.022336,28,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,110,2.2222,0.020248,29,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,98,15.872,0.16157,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,131,2.3188,0.01769,30,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,43,4.8368,0.1116,31,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,48,7.3293,0.15144,32,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,86,3.2871,0.038045,33,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,119,3.9389,0.033012,34,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,96,13.4375,0.14067,35,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,119,4.4637,0.037653,36,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,77,9.7508,0.12694,37,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,82,2.7027,0.033152,38,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,50,4.0409,0.080695,39,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,137,5.2799,0.038433,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,53,2.8484,0.053342,42,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,96,4.7276,0.049187,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,108,1.4925,0.013847,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,111,2.6471,0.02391,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_5_rev,83,5.477,0.066207,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,88,9.3314,0.10663,1,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,62,8.5652,0.13764,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,100,2.5,0.024959,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,114,7.6759,0.067357,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,94,3.9374,0.042024,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,43,0.85714,0.020114,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,95,8.3522,0.087841,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,49,1.1268,0.022949,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,149,4.385,0.02946,19,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,97,7.7294,0.079431,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,104,5.4199,0.052142,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,122,5.821,0.047765,21,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,163,3.5213,0.021572,22,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,110,5.6636,0.051411,24,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,131,5.4547,0.041544,25,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,43,2.3397,0.054171,26,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,62,3.3846,0.054414,27,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,49,4.5996,0.093879,28,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,86,4.1089,0.047527,29,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,107,3.2953,0.030658,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,119,4.4387,0.037256,30,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,41,5.3096,0.12936,31,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,97,7.3696,0.075669,32,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,118,5.9433,0.050336,33,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,94,11.2001,0.11899,34,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,82,3.8685,0.047312,35,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,49,6.933,0.1417,36,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,112,0.29412,0.0026378,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,54,7.3545,0.13711,40,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,83,8.2577,0.099644,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,141,9.0234,0.063944,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,93,1.6667,0.017912,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_6_rev,81,5.7887,0.071675,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,81,3.5947,0.04443,1,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,79,5.6131,0.071164,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,110,5.6684,0.051573,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,123,5.0274,0.040725,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,114,2.8571,0.02516,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,95,3.897,0.041041,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,49,9.3013,0.18949,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,98,1.5152,0.015522,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,86,5.5255,0.064445,19,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,103,3.7038,0.036063,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,96,2.8093,0.029413,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,83,6.0492,0.073113,21,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,113,3.8844,0.034473,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,95,4.3054,0.045342,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,143,4.1984,0.02927,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,142,2.1887,0.015371,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,107,6.7882,0.063267,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,92,6.053,0.065553,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.1_rev,74,4.1817,0.056392,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,103,4.7879,0.04643,1,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,153,2.3188,0.015121,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,107,4.7724,0.04479,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,119,7.6788,0.064375,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,150,4.5458,0.030287,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,113,6.5588,0.057851,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,85,3.3376,0.039294,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,65,6.9387,0.1075,19,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,103,3.3846,0.033018,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,91,7.2268,0.079478,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,111,5.1063,0.045819,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,108,6.1287,0.056491,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,82,4.4118,0.054045,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,111,2.9733,0.026844,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,83,1.5152,0.018278,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7.2_rev,106,5.3538,0.050502,9,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,81,3.5953,0.044435,1,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,82,4.4118,0.053843,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,143,4.4479,0.031022,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,142,2.1894,0.015376,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,111,3.3571,0.030285,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,83,1.8182,0.021881,14,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,107,6.7876,0.063385,15,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,106,5.4566,0.051521,16,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,141,21.2972,0.15137,17,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,92,5.5146,0.059812,18,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,153,2.5673,0.016763,19,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,102,3.9695,0.038927,2,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,101,4.0231,0.039854,20,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,74,4.1807,0.056532,21,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,80,5.4435,0.068435,23,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,149,4.1949,0.028074,24,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,113,6.5507,0.057735,26,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,123,4.7103,0.038155,28,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,85,3.3382,0.039139,29,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,104,4.442,0.042727,3,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,88,3.6886,0.041769,31,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,114,2.5714,0.02264,32,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,95,4.002,0.042303,33,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,49,9.5973,0.19738,34,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,97,1.2121,0.012497,38,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,85,5.4728,0.064096,39,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,102,3.0303,0.029798,4,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,96,2.9568,0.030863,40,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,83,5.8637,0.070986,41,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,113,3.9889,0.035333,5,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,112,5.2489,0.046915,6,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,95,4.0551,0.042659,7,,,,,,,,,,
2may16_20feb16_G_f1_sp1_7_rev,108,5.5448,0.051214,8,,,,,,,,,,
2may16_20feb16_G_f1_sp1_8_rev,97,7.0271,0.072265,10,,,,,,,,,,
2may16_20feb16_G_f1_sp1_8_rev,88,3.8522,0.043685,11,,,,,,,,,,
2may16_20feb16_G_f1_sp1_8_rev,117,4.9136,0.041982,12,,,,,,,,,,
2may16_20feb16_G_f1_sp1_8_rev,88,3.7323,0.042418,13,,,,,,,,,,
2may16_20feb16_G_f1_sp1_8_rev,105,2.7692,0.026281,15,,,,,,,,,,
